Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2020-10-01 00:00:00-04:00,100.0,100.0,100.0,100.0,100.0,0,BTC
2020-10-02 00:00:00-04:00,100.0,100.0,100.0,100.0,100.0,0,BTC
2020-10-05 00:00:00-04:00,100.02999877929688,100.04000091552734,99.99500274658203,99.99500274658203,99.99500274658203,10725,BTC
2020-10-06 00:00:00-04:00,100.01000213623047,100.02999877929688,100.01000213623047,100.02999877929688,100.02999877929688,10080,BTC
2020-10-07 00:00:00-04:00,99.94999694824219,99.95999908447266,99.91999816894531,99.91999816894531,99.91999816894531,6350,BTC
2020-10-08 00:00:00-04:00,99.98999786376953,99.99500274658203,99.9717025756836,99.99500274658203,99.99500274658203,650,BTC
2020-10-09 00:00:00-04:00,99.97000122070312,99.9800033569336,99.94000244140625,99.94000244140625,99.94000244140625,1820,BTC
2020-10-12 00:00:00-04:00,99.95999908447266,99.97000122070312,99.94000244140625,99.94000244140625,99.94000244140625,5685,BTC
2020-10-13 00:00:00-04:00,99.97899627685547,99.98999786376953,99.96320343017578,99.96499633789062,99.96499633789062,3635,BTC
2020-10-14 00:00:00-04:00,100.0,100.0,99.9749984741211,99.9749984741211,99.9749984741211,3985,BTC
2020-10-15 00:00:00-04:00,100.0,100.0,99.94499969482422,99.94499969482422,99.94499969482422,3312,BTC
2020-10-16 00:00:00-04:00,99.94999694824219,99.95999908447266,99.92500305175781,99.92500305175781,99.92500305175781,2135,BTC
2020-10-19 00:00:00-04:00,99.91000366210938,99.91999816894531,99.88999938964844,99.88999938964844,99.88999938964844,126687,BTC
2020-10-20 00:00:00-04:00,99.84709930419922,99.84709930419922,99.84709930419922,99.84709930419922,99.84709930419922,29,BTC
2020-10-21 00:00:00-04:00,99.83999633789062,99.83999633789062,99.82430267333984,99.82430267333984,99.82430267333984,320,BTC
2020-10-22 00:00:00-04:00,99.77999877929688,99.77999877929688,99.75,99.75,99.75,5600,BTC
2020-10-23 00:00:00-04:00,99.80999755859375,99.80999755859375,99.79000091552734,99.79000091552734,99.79000091552734,4617,BTC
2020-10-26 00:00:00-04:00,99.88999938964844,99.88999938964844,99.86000061035156,99.86000061035156,99.86000061035156,3900,BTC
2020-10-27 00:00:00-04:00,99.93000030517578,99.93000030517578,99.91500091552734,99.91500091552734,99.91500091552734,710,BTC
2020-10-28 00:00:00-04:00,99.91000366210938,99.91000366210938,99.88500213623047,99.88500213623047,99.88500213623047,704,BTC
2020-10-29 00:00:00-04:00,99.81999969482422,99.81999969482422,99.7699966430664,99.7699966430664,99.7699966430664,830,BTC
2020-10-30 00:00:00-04:00,99.69989776611328,99.69989776611328,99.69989776611328,99.69989776611328,99.69989776611328,29,BTC
2020-11-02 00:00:00-05:00,99.70240020751953,99.70240020751953,99.70240020751953,99.70240020751953,99.70240020751953,1,BTC
2020-11-03 00:00:00-05:00,99.66500091552734,99.66500091552734,99.66500091552734,99.66500091552734,99.66500091552734,1,BTC
2020-11-04 00:00:00-05:00,99.95999908447266,99.9800033569336,99.95899963378906,99.97480010986328,99.97480010986328,2561,BTC
2020-11-05 00:00:00-05:00,99.99870300292969,99.99870300292969,99.99870300292969,99.99870300292969,99.99870300292969,1,BTC
2020-11-06 00:00:00-05:00,99.88999938964844,99.94000244140625,99.88999938964844,99.90480041503906,99.90480041503906,1001,BTC
2020-11-09 00:00:00-05:00,99.70999908447266,99.74629974365234,99.70099639892578,99.74629974365234,99.74629974365234,4126,BTC
2020-11-10 00:00:00-05:00,99.68900299072266,99.68900299072266,99.63999938964844,99.63999938964844,99.63999938964844,100,BTC
2020-11-11 00:00:00-05:00,99.66899871826172,99.66999816894531,99.6552963256836,99.6552963256836,99.6552963256836,1004,BTC
2020-11-12 00:00:00-05:00,99.78900146484375,99.79000091552734,99.77410125732422,99.77410125732422,99.77410125732422,4256,BTC
2020-11-13 00:00:00-05:00,99.77059936523438,99.77059936523438,99.77059936523438,99.77059936523438,99.77059936523438,1,BTC
2020-11-16 00:00:00-05:00,99.79900360107422,99.80000305175781,99.7699966430664,99.7699966430664,99.7699966430664,876,BTC
2020-11-17 00:00:00-05:00,99.8499984741211,99.8499984741211,99.8499984741211,99.8499984741211,99.8499984741211,1,BTC
2020-11-18 00:00:00-05:00,99.8499984741211,99.8499984741211,99.8499984741211,99.8499984741211,99.8499984741211,1,BTC
2020-11-19 00:00:00-05:00,99.88999938964844,99.88999938964844,99.88999938964844,99.88999938964844,99.88999938964844,1,BTC
2020-11-20 00:00:00-05:00,99.91000366210938,99.94000244140625,99.91000366210938,99.91500091552734,99.91500091552734,4981,BTC
2020-11-23 00:00:00-05:00,99.89900207519531,99.9000015258789,99.88500213623047,99.88500213623047,99.88500213623047,553,BTC
2020-11-24 00:00:00-05:00,99.88500213623047,99.88500213623047,99.88500213623047,99.88500213623047,99.88500213623047,1,BTC
2020-11-25 00:00:00-05:00,99.95999908447266,99.95999908447266,99.91000366210938,99.91000366210938,99.91000366210938,701,BTC
2020-11-27 00:00:00-05:00,99.98999786376953,99.98999786376953,99.98999786376953,99.98999786376953,99.98999786376953,1,BTC
2020-11-30 00:00:00-05:00,100.06999969482422,100.06999969482422,100.04499816894531,100.04499816894531,100.04499816894531,2066,BTC
2020-12-01 00:00:00-05:00,99.87999725341797,99.91899871826172,99.87999725341797,99.90059661865234,99.90059661865234,1100,BTC
2020-12-02 00:00:00-05:00,99.875,99.875,99.875,99.875,99.875,1,BTC
2020-12-03 00:00:00-05:00,99.9749984741211,99.9749984741211,99.9749984741211,99.9749984741211,99.9749984741211,1,BTC
2020-12-04 00:00:00-05:00,99.86080169677734,99.86080169677734,99.86080169677734,99.86080169677734,99.86080169677734,1,BTC
2020-12-07 00:00:00-05:00,99.9800033569336,99.9800033569336,99.95500183105469,99.95500183105469,99.95500183105469,1800,BTC
